City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
452,Hay River,CA,60.8156,-115.7999,35.71,55,82,17.9,broken clouds
453,Namibe,AO,-15.1961,12.1522,67.73,83,84,7.94,broken clouds
454,Belmonte,BR,-15.8631,-38.8828,75.02,80,10,6.49,clear sky
455,Varhaug,NO,58.6147,5.6457,52.9,87,100,12.48,overcast clouds
456,Tigil,RU,57.8,158.6667,34.57,100,100,4.99,snow
457,Catia La Mar,VE,10.6038,-67.0303,81.9,87,35,10.16,scattered clouds
458,Baker City,US,44.7749,-117.8344,71.6,26,0,4.18,haze
459,Scarborough,GB,54.2797,-0.4044,51.37,88,68,1.01,broken clouds
460,Gayeri,BF,12.6497,0.4931,78.51,62,99,6.76,overcast clouds
461,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,86,4,12.33,clear sky
462,Bukachacha,RU,52.9833,116.9167,29.97,80,100,12.53,overcast clouds
463,Aklavik,CA,68.2191,-135.0107,26.46,51,83,3.38,broken clouds
464,Celestun,MX,20.8667,-90.4,85.14,68,64,5.41,light rain
465,Yeppoon,AU,-23.1333,150.7333,71.38,81,4,2.95,clear sky
466,Eldorado,BR,-23.7869,-54.2836,70.07,91,100,3.6,overcast clouds
467,Assiniboia,CA,49.6334,-105.9845,54.46,28,100,10.74,overcast clouds
468,Vila Velha,BR,-20.3297,-40.2925,76.95,84,21,7.0,few clouds
469,Redmond,US,47.674,-122.1215,76.86,55,5,1.99,clear sky
470,Colares,PT,38.7992,-9.4469,66.76,81,6,18.01,clear sky
471,Nouadhibou,MR,20.931,-17.0347,70.52,83,0,22.48,clear sky
472,Tautira,PF,-17.7333,-149.15,77.09,78,7,5.03,light rain
473,Natal,BR,-5.795,-35.2094,79.45,73,0,10.36,clear sky
474,Bonfim,BR,3.0833,-59.95,86.56,62,77,7.85,heavy intensity rain
475,Mayskiy,RU,47.6931,40.1025,42.21,59,1,8.95,clear sky
476,Ixtapa,MX,20.7,-105.2,88.23,74,40,9.22,scattered clouds
477,Santa Cruz,BO,-17.8,-63.1667,81.86,57,40,9.22,scattered clouds
478,Mugango,TZ,-1.6833,33.7,73.4,61,77,5.46,broken clouds
479,Hohhot,CN,40.8106,111.6522,46.94,47,49,1.74,scattered clouds
480,Corpus Christi,US,27.8006,-97.3964,89.6,64,40,17.27,scattered clouds
481,Abnub,EG,27.2696,31.1511,73.09,46,5,7.27,clear sky
482,Beatrice,US,40.2681,-96.747,72.18,28,0,17.27,clear sky
483,Tromso,NO,69.6496,18.957,35.38,93,0,2.3,clear sky
484,Khandyga,RU,62.6667,135.6,12.22,98,96,1.19,overcast clouds
485,Staryy Nadym,RU,65.6118,72.6842,35.94,83,99,11.1,overcast clouds
486,Mwaya,TZ,-9.55,33.95,72.97,43,4,3.8,clear sky
487,Bintulu,MY,3.1667,113.0333,74.55,93,100,4.32,overcast clouds
488,Wenling,CN,28.3669,121.36,67.5,79,100,10.25,overcast clouds
489,Bahir Dar,ET,11.5936,37.3908,61.36,86,47,3.02,scattered clouds
490,Fukue,JP,32.6881,128.8419,70.83,78,2,12.88,clear sky
491,Asau,RO,46.4333,26.4,49.28,93,91,2.73,overcast clouds
492,Agadez,NE,19.75,10.25,79.02,13,0,7.29,clear sky
493,Abha,SA,18.2164,42.5053,61.57,61,3,4.07,clear sky
494,Vicksburg,US,32.3526,-90.8779,83.93,20,0,3.44,clear sky
495,Yashkino,RU,55.8736,85.4265,27.88,88,59,5.44,broken clouds
496,Storslett,NO,69.7678,21.0247,32.0,93,39,0.0,scattered clouds
497,Soto La Marina,MX,23.7667,-98.2167,88.77,48,1,11.34,clear sky
498,San Pedro,PH,14.35,121.0167,80.35,85,100,3.62,overcast clouds
499,Zadar,HR,44.1197,15.2422,61.41,67,0,4.61,clear sky
500,Canton,CN,23.1167,113.25,73.35,42,7,8.05,clear sky
501,Saint-Francois,FR,46.4154,3.9054,63.84,77,75,8.05,broken clouds
502,Phitsanulok,TH,16.9167,100.5,69.49,92,100,2.64,overcast clouds
503,Mae Ramat,TH,16.984,98.5166,71.1,98,99,0.89,overcast clouds
504,Sorong,ID,-0.8833,131.25,79.7,83,100,3.91,overcast clouds
505,Erzin,TR,36.9559,36.2,68.29,86,100,1.14,overcast clouds
506,Koungheul,SN,13.9833,-14.8,84.58,62,100,7.07,overcast clouds
507,Half Moon Bay,US,37.4636,-122.4286,78.1,77,100,11.5,overcast clouds
508,Mogok,MM,22.9167,96.5,63.77,98,10,1.5,clear sky
509,Buala,SB,-8.145,159.5921,82.0,68,100,2.01,overcast clouds
510,Ozinki,RU,51.1786,49.6769,43.05,70,74,5.75,broken clouds
511,Filingue,NE,14.3521,3.3168,89.08,37,18,8.46,few clouds
512,Iguape,BR,-24.7081,-47.5553,67.5,92,100,13.89,overcast clouds
513,Takoradi,GH,4.8845,-1.7554,76.39,90,66,8.37,light rain
514,Shimanovsk,RU,52.0,127.7,43.54,63,99,11.83,overcast clouds
515,Weare,US,43.0948,-71.7306,62.74,93,89,1.99,overcast clouds
516,Salaga,GH,8.5508,-0.5188,74.64,92,93,4.92,overcast clouds
517,Nilanga,IN,18.1,76.7667,71.17,94,100,9.1,overcast clouds
518,Keti Bandar,PK,24.1447,67.4497,80.92,58,2,11.21,clear sky
519,Kapustin Yar,RU,48.5831,45.7372,48.78,77,98,6.67,overcast clouds
520,Viline,UA,44.8456,33.6716,50.76,68,0,11.7,clear sky
521,Sassandra,CI,4.95,-6.0833,74.84,93,97,7.02,light rain
522,San-Pedro,CI,4.7485,-6.6363,75.29,92,98,6.96,light rain
523,Yurgamysh,RU,55.3714,64.4656,46.58,72,61,4.99,broken clouds
524,Balaghat,IN,21.8,80.1833,67.5,86,1,6.08,clear sky
525,Santa Rosa,PH,14.3122,121.1114,81.1,88,100,4.9,overcast clouds
526,Luanda,AO,-8.8368,13.2343,77.0,83,75,10.36,broken clouds
527,Santiago De Cao,PE,-7.9589,-79.2392,62.73,77,40,12.66,fog
528,Muana,BR,-1.5283,-49.2167,85.46,61,92,9.31,overcast clouds
529,Huarmey,PE,-10.0681,-78.1522,66.49,71,2,11.25,clear sky
530,Mount Gambier,AU,-37.8333,140.7667,49.66,88,99,5.39,overcast clouds
531,Sosnovo-Ozerskoye,RU,52.5249,111.5418,26.4,69,81,14.43,broken clouds
532,Vestmannaeyjar,IS,63.4427,-20.2734,40.46,65,8,5.32,clear sky
533,Aksarka,RU,66.5606,67.7975,38.66,94,100,6.2,overcast clouds
534,Hobyo,SO,5.3505,48.5268,77.81,84,47,16.69,scattered clouds
535,Tiruppuvanam,IN,9.8333,78.2667,80.47,77,88,3.04,light rain
536,Wewak,PG,-3.5534,143.6268,79.68,83,76,6.55,broken clouds
537,Limbang,MY,4.75,115.0,77.11,97,95,2.26,overcast clouds
538,Tucurui,BR,-3.7661,-49.6725,83.01,66,99,3.78,overcast clouds
539,Lawton,US,34.6087,-98.3903,87.71,18,0,21.0,clear sky
540,Vuktyl,RU,63.8567,57.3094,40.15,90,100,4.94,overcast clouds
541,Winkler,CA,49.1817,-97.941,42.98,53,100,12.28,overcast clouds
542,Peniche,PT,39.3558,-9.3811,65.08,91,9,11.88,clear sky
543,Hermiston,US,45.8404,-119.2895,80.82,37,0,3.44,clear sky
544,Sault Sainte Marie,CA,46.5168,-84.3333,45.16,87,100,0.0,overcast clouds
545,Deputatskiy,RU,69.3,139.9,0.54,94,98,5.97,overcast clouds
546,Northam,GB,51.0333,-4.2167,55.38,94,85,10.96,overcast clouds
547,Aykhal,RU,66.0,111.5,6.55,99,95,7.07,overcast clouds
548,Smithers,CA,54.7804,-127.1743,57.22,78,100,0.78,overcast clouds
549,Buraydah,SA,26.326,43.975,77.14,19,0,11.05,clear sky
550,Oum Hadjer,TD,13.2954,19.6966,86.61,19,56,9.33,broken clouds
551,Paragominas,BR,-2.9667,-47.4833,80.6,68,100,2.55,overcast clouds
552,Okhotsk,RU,59.3833,143.3,27.88,61,15,10.13,few clouds
553,Robertson,US,36.5167,-86.8667,76.39,20,0,14.97,clear sky
554,Nauta,PE,-4.5061,-73.5757,86.97,61,100,3.89,moderate rain
555,Kenai,US,60.5544,-151.2583,38.14,57,0,19.57,clear sky
556,Giddarbaha,IN,30.2,74.6667,70.66,42,0,2.1,clear sky
557,Slupsk,PL,54.4641,17.0287,50.45,84,54,7.99,broken clouds
558,Liverpool,GB,53.4106,-2.9779,52.29,92,75,5.75,broken clouds
559,Chernyshevskiy,RU,63.0128,112.4714,27.39,74,100,2.82,overcast clouds
560,Matadi,CD,-5.8167,13.45,78.73,81,93,7.47,light rain
561,Leshukonskoye,RU,64.8989,45.7622,40.1,95,100,5.01,overcast clouds
562,Kita,ML,13.0349,-9.4895,80.58,57,53,3.36,broken clouds
563,Come,BJ,6.4076,1.882,76.89,86,98,5.39,light rain
564,Keuruu,FI,62.2667,24.7,48.38,98,95,4.76,overcast clouds
565,Vallenar,CL,-28.5708,-70.7581,76.62,33,0,8.39,clear sky
566,Igarka,RU,67.4667,86.5833,35.76,82,100,16.2,overcast clouds
567,Soyo,AO,-6.1349,12.3689,77.27,86,72,10.92,broken clouds
568,Port Hawkesbury,CA,45.6169,-61.3485,60.19,86,75,11.5,broken clouds
569,High Level,CA,58.5169,-117.136,44.89,45,6,11.05,clear sky
570,Gornopravdinsk,RU,60.05,69.9,40.55,75,86,9.19,overcast clouds
571,Tyrma,RU,50.0833,132.1667,36.68,84,6,2.55,clear sky
572,Trat,TH,12.5,102.5,76.87,79,100,5.73,overcast clouds
573,Valdivia,CL,-39.8142,-73.2459,68.09,48,38,3.83,scattered clouds
574,Sao Filipe,CV,14.8961,-24.4956,77.94,82,77,6.58,broken clouds
575,Banjar,ID,-8.19,114.9675,76.96,89,42,4.85,scattered clouds
576,Mingshui,CN,36.7167,117.5,56.82,60,88,2.13,overcast clouds
577,Rock Sound,BS,24.9,-76.2,82.2,70,80,1.99,broken clouds
578,Yerbogachen,RU,61.2767,108.0108,25.99,89,17,3.42,few clouds
579,Ust-Kulom,RU,61.6864,53.6902,40.73,92,100,4.94,overcast clouds
580,Sept-Iles,CA,50.2001,-66.3821,49.05,93,100,10.0,overcast clouds
581,Kazachinskoye,RU,57.6953,93.2761,31.01,82,64,0.94,broken clouds
582,Skjervoy,NO,70.0311,20.9714,32.0,75,10,16.64,clear sky
583,Kabompo,ZM,-13.5927,24.2008,65.93,21,5,4.85,clear sky
584,Manali,IN,13.1667,80.2667,78.89,78,49,4.45,scattered clouds
585,Atbasar,KZ,51.8,68.3333,48.25,54,59,3.96,broken clouds
586,Kahului,US,20.8947,-156.47,87.82,69,40,12.66,scattered clouds
587,Umm Lajj,SA,25.0213,37.2685,81.54,55,2,10.4,clear sky
588,Waipawa,NZ,-41.4122,175.5153,49.48,73,100,8.72,light rain
589,Minab,IR,27.1467,57.0801,80.26,56,0,0.4,clear sky
590,Kaliua,TZ,-5.0606,31.7936,70.97,25,6,5.88,clear sky
591,Surt,LY,31.2089,16.5887,75.52,60,15,18.01,few clouds
592,Pitimbu,BR,-7.4706,-34.8086,79.39,73,5,12.77,clear sky
593,Shymkent,KZ,42.3,69.6,54.19,41,16,6.71,smoke
594,Sol-Iletsk,RU,51.1631,54.9918,43.39,77,17,6.49,few clouds
595,Wilmington,US,34.2257,-77.9447,73.31,67,0,3.44,clear sky
596,Dukat,RU,62.55,155.55,-1.86,100,96,4.18,overcast clouds
597,Mahanoro,MG,-19.9,48.8,65.3,89,3,3.15,clear sky
598,Labuhan,ID,-6.8844,112.2051,78.19,84,100,7.07,light rain
599,Tena,EC,-0.9833,-77.8167,87.96,92,100,0.78,light rain
600,Benevides,BR,-1.3614,-48.2447,85.8,68,87,3.62,overcast clouds
601,Donskoye,RU,45.4552,41.9741,50.13,65,33,6.96,scattered clouds
602,Ouahigouya,BF,13.5828,-2.4216,85.57,43,90,10.6,overcast clouds
603,Manakara,MG,-22.1333,48.0167,67.28,88,37,6.24,scattered clouds
604,Dubrovnik,HR,42.6481,18.0922,58.64,82,0,4.61,clear sky
605,Kembe,CF,4.6228,21.8865,71.38,92,87,2.37,overcast clouds
606,Avera,US,33.194,-82.5271,76.55,30,0,4.05,clear sky
607,Pangody,RU,65.85,74.4859,35.17,81,99,11.81,overcast clouds
608,Kurchum,KZ,48.5722,83.6542,46.92,36,4,4.14,clear sky
609,Ewa Beach,US,21.3156,-158.0072,86.02,61,20,9.22,few clouds
610,Quang Ngai,VN,15.1167,108.8,72.97,95,100,6.73,overcast clouds
611,Sierpc,PL,52.8568,19.6691,53.94,76,87,6.53,overcast clouds
612,Taree,AU,-31.9,152.4667,60.12,63,0,3.47,clear sky
613,Kuryk,KZ,43.2,51.65,57.54,66,93,8.37,overcast clouds
614,De-Kastri,RU,51.4667,140.7833,43.68,90,100,2.93,overcast clouds
615,Fagersta,SE,60.0042,15.7932,44.44,90,100,3.96,overcast clouds
616,Empangeni,ZA,-28.762,31.8933,68.83,84,91,9.1,light rain
617,Sotouboua,TG,8.5667,0.9833,72.63,92,84,3.33,broken clouds
618,Pacific Grove,US,36.6177,-121.9166,68.2,95,100,8.05,overcast clouds
619,Huancavelica,PE,-12.7667,-74.9833,51.71,41,99,11.43,overcast clouds
620,Phan Thiet,VN,10.9333,108.1,72.32,88,26,6.85,scattered clouds
621,Beyneu,KZ,45.3167,55.2,59.14,41,100,6.13,overcast clouds
622,Nagato,JP,34.3833,131.2,64.67,87,6,6.24,clear sky
623,Kamenka,RU,51.3223,42.7678,37.35,73,36,5.59,scattered clouds
624,Darab,IR,28.7519,54.5444,70.75,24,0,2.15,clear sky
625,Tilichiki,RU,60.4667,166.1,29.64,96,100,3.49,overcast clouds
626,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,72,75,14.97,broken clouds
627,Tanabe,JP,33.7333,135.3667,64.62,84,0,4.27,clear sky
628,Chegdomyn,RU,51.1167,133.0167,37.04,72,89,2.37,overcast clouds
629,Kihei,US,20.785,-156.4656,87.82,72,40,12.66,scattered clouds
630,Port-Cartier,CA,50.0334,-66.8654,48.74,94,100,14.76,overcast clouds
631,Santa Maria,BR,-29.6842,-53.8069,60.3,73,81,14.36,broken clouds
632,Puerto Penasco,MX,31.3167,-113.5333,84.9,70,85,11.99,overcast clouds
633,Bucerias,MX,20.75,-105.3333,88.99,74,40,9.22,scattered clouds
634,Shitanjing,CN,39.2342,106.3439,50.2,25,100,12.17,overcast clouds
635,Madaoua,NE,14.073,5.96,90.27,15,38,7.63,scattered clouds
636,Henties Bay,NA,-22.116,14.2845,57.29,89,80,6.24,broken clouds
637,Agucadoura,PT,41.4318,-8.7804,64.31,96,13,6.02,few clouds
638,Kualakapuas,ID,-3.0091,114.3876,74.08,98,93,0.43,light rain
639,Kotri,PK,25.366,68.3122,82.06,22,0,11.12,clear sky
640,Moroni,KM,-11.7022,43.2551,74.46,78,63,3.29,light rain
641,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,40,0.0,scattered clouds
642,Ampanihy,MG,-24.7,44.75,68.88,74,0,5.82,clear sky
643,Bubaque,GW,11.2833,-15.8333,81.81,76,69,13.38,light rain
644,Brigantine,US,39.4101,-74.3646,71.01,42,0,5.75,clear sky
645,Sisimiut,GL,66.9395,-53.6735,25.36,75,100,12.44,overcast clouds
646,Areosa,PT,41.7178,-8.8571,62.58,94,13,3.36,few clouds
647,Riyadh,SA,24.6877,46.7219,77.14,19,0,6.42,clear sky
648,Selikhino,RU,50.3672,137.4996,44.58,92,100,2.73,overcast clouds
649,Frontera,MX,26.9333,-101.45,91.33,31,0,5.99,clear sky
650,Roma,US,43.2128,-75.4557,63.95,42,20,5.75,few clouds
651,Am Timan,TD,11.0297,20.2827,77.5,47,52,2.39,broken clouds
652,La Palma,US,33.8464,-118.0467,77.9,76,100,5.75,overcast clouds
653,Doha,QA,25.2867,51.5333,84.18,65,0,3.44,clear sky
654,Tucupita,VE,9.0622,-62.051,77.59,92,84,4.74,broken clouds
655,Badou,TG,7.5833,0.6,73.11,94,99,2.98,light rain
656,Tungor,RU,53.3808,142.9564,37.8,78,100,3.13,overcast clouds
657,Daru,PG,-9.0763,143.2092,79.41,87,99,12.95,overcast clouds
658,Hovd,MN,48.0056,91.6419,27.9,50,7,1.66,clear sky
659,Bowen,AU,-20.0167,148.2333,73.54,84,19,6.42,few clouds
660,Inverell,AU,-29.7833,151.1167,54.66,81,0,5.01,clear sky
661,Yabrud,SY,33.9674,36.6574,55.65,64,19,2.55,few clouds
662,Zaysan,KZ,47.4667,84.8667,47.44,25,11,3.8,few clouds
663,Necochea,AR,-38.5473,-58.7368,52.09,46,2,15.68,clear sky
664,Kupang,ID,-10.1667,123.5833,77.99,84,99,5.99,overcast clouds
665,Manaus,BR,-3.1019,-60.025,88.29,66,20,2.3,few clouds
666,Neyshabur,IR,36.2133,58.7958,65.08,18,0,1.1,clear sky
667,Iralaya,HN,15.0,-83.2333,83.82,73,60,7.43,broken clouds
668,Benguela,AO,-12.5763,13.4055,74.21,83,37,5.53,scattered clouds
669,Miura,JP,35.14,139.6192,69.04,79,100,19.75,overcast clouds
670,Dubrovka,RU,53.6907,33.5071,38.21,82,84,5.93,broken clouds
671,Nemuro,JP,43.3236,145.575,56.88,71,100,9.01,light rain
672,Axim,GH,4.8699,-2.2405,77.11,86,78,8.63,light rain
673,Saint Augustine,US,29.8947,-81.3145,86.05,60,0,9.22,clear sky
674,Seminole,US,28.7086,-81.2081,87.35,62,0,10.36,clear sky
675,Sola,VU,-13.8833,167.55,79.99,75,99,14.47,overcast clouds
676,Maumere,ID,-8.6199,122.2111,79.16,79,97,4.76,overcast clouds
677,Visakhapatnam,IN,17.69,83.2093,78.69,94,75,3.44,mist
678,Mvangue,CM,2.9667,11.5167,65.46,100,100,3.2,overcast clouds
679,Havelock,US,34.8791,-76.9013,69.93,78,100,1.01,overcast clouds
680,Bull Savanna,JM,17.8868,-77.5902,81.09,74,100,11.77,overcast clouds
